Date,Open,High,Low,Close,Adj Close,Volume
2014-09-22,19.469999,19.469999,18.870001,18.889999,18.165913,5536600
2014-09-23,18.790001,19.020000,18.719999,18.809999,18.088978,4903600
2014-09-24,18.799999,18.980000,18.780001,18.920000,18.194765,3989800
2014-09-25,18.900000,18.950001,18.469999,18.510000,17.800480,7461000
2014-09-26,18.570000,18.690001,18.490000,18.549999,17.838943,6029700
2014-09-29,18.400000,18.650000,18.219999,18.520000,17.810093,5213500
2014-09-30,18.440001,18.580000,18.230000,18.450001,17.742781,6930100
2014-10-01,18.480000,18.610001,18.219999,18.270000,17.569677,8774400
2014-10-02,18.240000,18.330000,17.770000,18.190001,17.492744,7224900
2014-10-03,18.299999,18.549999,18.230000,18.230000,17.531206,5978500
2014-10-06,18.299999,18.450001,18.000000,18.120001,17.425426,4975800
2014-10-07,18.040001,18.219999,17.910000,17.930000,17.242708,7547400
2014-10-08,17.910000,18.350000,17.770000,18.260000,17.560064,6504300
2014-10-09,18.180000,18.200001,17.760000,17.910000,17.223476,7673900
2014-10-10,17.770000,17.830000,16.840000,16.850000,16.204111,17284400
2014-10-13,16.959999,17.299999,16.770000,16.790001,16.146412,9940700
2014-10-14,17.020000,17.650000,16.920000,17.180000,16.521460,9415500
2014-10-15,16.930000,17.530001,16.820000,17.440001,16.771496,10110700
2014-10-16,17.129999,17.650000,17.090000,17.450001,16.781111,8777900
2014-10-17,17.660000,17.860001,17.350000,17.420000,16.752258,7267900
2014-10-20,17.420000,17.730000,17.299999,17.570000,16.896511,5008400
2014-10-21,17.700001,18.340000,17.650000,18.320000,17.617760,8777300
2014-10-22,18.290001,18.350000,17.889999,17.889999,17.204243,5987800
2014-10-23,18.200001,18.420000,18.070000,18.290001,17.588911,5361900
2014-10-24,18.400000,18.590000,18.290001,18.480000,17.771626,5253900
2014-10-27,18.469999,18.559999,18.270000,18.490000,17.781244,3627300
2014-10-28,18.440001,18.950001,18.420000,18.930000,18.204378,4814500
2014-10-29,18.850000,18.959999,18.639999,18.809999,18.088978,4208500
2014-10-30,18.760000,18.840000,18.450001,18.690001,17.973576,4256500
2014-10-31,19.120001,19.549999,19.020000,19.540001,18.790997,6407900
2014-11-03,19.990000,20.059999,19.770000,19.870001,19.108343,7718300
2014-11-04,20.000000,20.200001,19.670000,20.129999,19.358377,9004900
2014-11-05,20.250000,20.260000,19.980000,20.129999,19.358377,8391300
2014-11-06,20.170000,20.250000,19.860001,20.219999,19.444931,9852200
2014-11-07,20.450001,20.690001,19.590000,19.790001,19.031412,11270000
2014-11-10,19.770000,20.150000,19.719999,20.020000,19.252592,7334700
2014-11-11,19.900000,20.010000,19.610001,19.780001,19.021799,5324800
2014-11-12,19.709999,19.760000,19.379999,19.650000,18.896778,5114600
2014-11-13,19.719999,19.750000,19.389999,19.549999,18.800611,5633200
2014-11-14,19.570000,19.790001,19.379999,19.790001,19.031412,4006200
2014-11-17,19.700001,19.910000,19.570000,19.700001,18.944859,3968300
2014-11-18,19.709999,20.219999,19.660000,20.170000,19.396847,5194300
2014-11-19,20.100000,20.160000,19.799999,20.010000,19.324413,6007500
2014-11-20,19.870001,20.360001,19.809999,20.340000,19.643112,5524200
2014-11-21,20.520000,20.549999,20.280001,20.450001,19.749340,4974400
2014-11-24,20.500000,20.670000,20.420000,20.580000,19.874882,3400100
2014-11-25,20.540001,20.719999,20.500000,20.570000,19.865227,4756000
2014-11-26,20.450001,20.940001,20.440001,20.920000,20.203238,5481600
2014-11-28,20.990000,21.090000,20.799999,20.969999,20.251520,3120800
2014-12-01,20.879999,21.000000,20.549999,20.580000,19.874882,4751500
2014-12-02,20.559999,20.700001,20.370001,20.610001,19.903860,6148800
2014-12-03,20.709999,21.150000,20.650000,21.139999,20.415699,7110600
2014-12-04,21.110001,21.190001,20.809999,20.950001,20.232208,4633300
2014-12-05,20.959999,21.180000,20.950001,21.070000,20.348097,4142000
2014-12-08,21.040001,21.250000,20.629999,20.799999,20.087349,5673600
2014-12-09,20.670000,20.780001,20.360001,20.730000,20.019745,5986200
2014-12-10,20.670000,20.750000,20.250000,20.270000,19.575508,5109100
2014-12-11,20.389999,20.530001,20.219999,20.260000,19.565849,3391300
2014-12-12,19.990000,20.170000,19.610001,19.629999,18.957432,8099100
2014-12-15,19.860001,20.219999,19.510000,19.570000,18.899487,6367400
2014-12-16,19.549999,19.860001,19.340000,19.350000,18.687031,4632700
2014-12-17,19.740000,20.170000,19.100000,20.139999,19.449961,8639900
2014-12-18,20.389999,20.629999,20.030001,20.219999,19.527216,5653900
2014-12-19,20.360001,20.500000,20.170000,20.420000,19.720371,8138200
2014-12-22,20.400000,20.780001,20.330000,20.780001,20.068035,3724400
2014-12-23,20.940001,21.040001,20.629999,20.650000,19.942484,2732000
2014-12-24,20.700001,20.730000,20.549999,20.570000,19.865227,1141100
2014-12-26,20.570000,20.700001,20.520000,20.590000,19.884541,1315900
2014-12-29,20.530001,20.700001,20.430000,20.559999,19.855572,2073600
2014-12-30,20.420000,20.520000,20.340000,20.370001,19.672083,2803000
2014-12-31,20.400000,20.510000,19.990000,20.049999,19.363047,4157500
2015-01-02,20.129999,20.280001,19.809999,20.129999,19.440302,2842000
2015-01-05,20.129999,20.190001,19.700001,19.790001,19.111956,4948800
2015-01-06,19.820000,19.840000,19.170000,19.190001,18.532511,4944100
2015-01-07,19.330000,19.500000,19.080000,19.139999,18.484222,8045200
2015-01-08,19.360001,19.980000,19.350000,19.860001,19.179550,7094500
2015-01-09,19.930000,20.090000,19.660000,19.940001,19.256817,5238500
2015-01-12,19.990000,20.000000,19.510000,19.690001,19.015377,4768300
2015-01-13,19.840000,20.240000,19.520000,19.660000,18.986406,5918000
2015-01-14,19.450001,19.799999,19.400000,19.740000,19.063663,3881500
2015-01-15,19.879999,20.000000,19.590000,19.600000,18.928467,4723300
2015-01-16,19.570000,19.980000,19.510000,19.959999,19.276127,4537800
2015-01-20,20.100000,20.209999,19.770000,20.020000,19.334068,3507700
2015-01-21,19.910000,20.350000,19.770000,20.299999,19.604477,3619500
2015-01-22,20.340000,20.709999,20.129999,20.650000,19.942484,3992800
2015-01-23,20.670000,20.750000,20.500000,20.709999,20.000431,3010400
2015-01-26,20.620001,20.719999,20.490000,20.620001,19.913513,3331000
2015-01-27,20.299999,20.320000,19.590000,19.629999,18.957432,8948700
2015-01-28,19.870001,19.950001,19.299999,19.309999,18.648397,6818200
2015-01-29,19.320000,19.889999,19.230000,19.780001,19.102297,5883500
2015-01-30,19.639999,19.870001,19.170000,19.200001,18.542170,7455000
2015-02-02,19.320000,19.700001,18.940001,19.620001,18.947783,6490100
2015-02-03,19.760000,20.129999,19.660000,20.110001,19.420988,4586700
2015-02-04,20.049999,20.389999,19.990000,20.160000,19.469276,4537900
2015-02-05,20.180000,20.500000,20.160000,20.490000,19.787968,3511200
2015-02-06,20.469999,20.709999,20.309999,20.400000,19.701052,5263100
2015-02-09,20.280001,20.440001,20.150000,20.379999,19.681740,6848600
2015-02-10,20.400000,20.959999,20.309999,20.950001,20.232208,5655100
2015-02-11,21.000000,21.000000,20.670000,20.809999,20.097006,8020800
2015-02-12,22.000000,22.500000,21.870001,22.299999,21.535955,16922600
2015-02-13,22.250000,22.340000,21.910000,22.309999,21.545609,7752100
2015-02-17,22.270000,22.490000,22.129999,22.379999,21.613213,5083500
2015-02-18,22.350000,22.389999,22.080000,22.120001,21.362120,4273700
2015-02-19,22.400000,22.440001,22.080000,22.180000,21.420065,4235800
2015-02-20,22.160000,22.350000,22.000000,22.340000,21.574585,3943800
2015-02-23,22.330000,22.330000,22.049999,22.160000,21.400749,3125200
2015-02-24,22.160000,22.309999,21.959999,22.309999,21.628572,3733900
2015-02-25,22.219999,22.320000,22.040001,22.139999,21.463764,3095500
2015-02-26,22.160000,22.330000,22.020000,22.200001,21.521936,3821600
2015-02-27,22.139999,22.190001,21.980000,22.059999,21.386209,3937300
2015-03-02,22.000000,22.719999,21.969999,22.600000,21.909716,7537800
2015-03-03,22.430000,22.540001,22.110001,22.180000,21.502544,4008600
2015-03-04,22.100000,22.480000,22.010000,22.430000,21.744905,5671000
2015-03-05,22.430000,22.900000,22.370001,22.860001,22.161768,8076400
2015-03-06,22.730000,22.840000,22.530001,22.549999,21.861246,6434800
2015-03-09,22.559999,22.780001,22.510000,22.610001,21.919413,5559700
2015-03-10,22.709999,23.150000,22.670000,23.000000,22.297503,13180300
2015-03-11,23.000000,23.299999,22.820000,22.879999,22.181160,6553000
2015-03-12,22.660000,22.830000,22.240000,22.670000,21.977581,10174300
2015-03-13,22.559999,22.760000,22.250000,22.700001,22.006660,8982200
2015-03-16,22.879999,23.110001,22.730000,22.969999,22.268410,5923900
2015-03-17,22.920000,23.260000,22.760000,23.250000,22.539864,7497500
2015-03-18,23.250000,23.370001,22.660000,22.870001,22.171469,10346100
2015-03-19,22.950001,23.299999,22.780001,23.219999,22.510778,7768900
2015-03-20,23.410000,23.610001,23.190001,23.469999,22.753141,11552100
2015-03-23,22.770000,23.070000,22.700001,22.709999,22.016354,10650300
2015-03-24,22.639999,22.799999,22.299999,22.400000,21.715824,8262000
2015-03-25,22.389999,22.389999,20.969999,21.040001,20.397364,13563800
2015-03-26,20.610001,21.059999,20.459999,20.969999,20.329498,7798000
2015-03-27,21.090000,21.459999,20.750000,21.379999,20.726980,7957200
2015-03-30,21.480000,21.580000,21.200001,21.469999,20.814228,6331300
2015-03-31,21.410000,21.430000,20.910000,20.930000,20.290728,8931900
2015-04-01,21.010000,21.080000,20.650000,21.010000,20.368282,8269200
2015-04-02,21.129999,21.190001,20.879999,21.059999,20.416754,4805100
2015-04-06,20.969999,21.740000,20.750000,21.670000,21.008127,12896600
2015-04-07,21.670000,22.100000,21.549999,21.860001,21.192316,10349100
2015-04-08,21.879999,22.100000,21.670000,22.020000,21.347433,9160800
2015-04-09,21.850000,22.600000,21.840000,22.530001,21.841854,9485800
2015-04-10,22.549999,22.770000,22.469999,22.760000,22.064827,6468200
2015-04-13,22.709999,22.840000,22.450001,22.549999,21.861246,5918100
2015-04-14,22.459999,22.549999,22.139999,22.360001,21.677044,5506900
2015-04-15,22.420000,22.799999,22.309999,22.629999,21.938801,6089000
2015-04-16,22.500000,22.690001,22.330000,22.490000,21.803076,3882100
2015-04-17,22.020000,22.420000,22.010000,22.200001,21.521936,7340900
2015-04-20,22.299999,22.440001,22.049999,22.090000,21.415293,5790600
2015-04-21,22.360001,22.360001,21.950001,22.059999,21.386209,5761400
2015-04-22,22.190001,22.340000,21.850000,22.309999,21.628572,5185500
2015-04-23,21.900000,22.430000,21.650000,22.219999,21.541323,6484500
2015-04-24,22.209999,22.219999,21.780001,22.030001,21.357128,6024000
2015-04-27,22.100000,22.590000,21.910000,22.200001,21.521936,6211400
2015-04-28,22.160000,22.389999,21.950001,22.309999,21.628572,5862100
2015-04-29,22.150000,22.370001,22.049999,22.139999,21.463764,4878900
2015-04-30,22.030001,22.309999,21.980000,22.200001,21.521936,5471100
2015-05-01,22.379999,22.820000,22.280001,22.750000,22.055132,6424200
2015-05-04,22.730000,22.879999,22.540001,22.610001,21.919413,5018000
2015-05-05,22.530001,22.559999,21.930000,22.030001,21.357128,7323200
2015-05-06,22.150000,22.360001,21.809999,22.100000,21.424992,7912100
2015-05-07,22.010000,22.559999,21.940001,22.490000,21.803076,13364100
2015-05-08,21.010000,21.840000,20.490000,20.830000,20.193775,28663800
2015-05-11,20.540001,20.840000,20.379999,20.629999,19.999882,13603600
2015-05-12,20.480000,21.000000,20.469999,20.830000,20.193775,9720000
2015-05-13,20.980000,21.139999,20.750000,20.950001,20.310114,7713100
2015-05-14,21.010000,21.400000,20.959999,21.290001,20.639729,7326300
2015-05-15,21.379999,21.480000,21.170000,21.299999,20.649422,5395600
2015-05-18,21.250000,21.400000,21.150000,21.270000,20.620342,8124300
2015-05-19,21.200001,21.270000,21.000000,21.040001,20.491779,6345200
2015-05-20,21.049999,21.299999,21.020000,21.040001,20.491779,4920600
2015-05-21,21.049999,21.139999,20.870001,20.889999,20.345686,5992300
2015-05-22,20.940001,21.020000,20.809999,20.860001,20.316467,5314800
2015-05-26,20.760000,20.900000,20.570000,20.730000,20.189856,6493300
2015-05-27,20.870001,21.940001,20.799999,21.840000,21.270935,10808300
2015-05-28,21.840000,22.209999,21.799999,22.139999,21.563114,8191400
2015-05-29,22.139999,22.280001,22.100000,22.129999,21.553375,8379200
2015-06-01,22.270000,22.600000,22.129999,22.379999,21.796862,9316500
2015-06-02,22.240000,22.360001,21.920000,21.940001,21.368330,5607600
2015-06-03,22.000000,22.170000,21.660000,21.700001,21.134581,6269700
2015-06-04,21.570000,22.160000,21.570000,22.090000,21.514420,8092800
2015-06-05,22.020000,22.360001,21.790001,22.260000,21.679993,7833000
2015-06-08,22.190001,22.340000,21.500000,21.750000,21.183281,8570300
2015-06-09,21.770000,22.020000,21.730000,21.860001,21.290411,6422200
2015-06-10,21.600000,21.740000,21.350000,21.469999,20.910572,13236500
2015-06-11,21.469999,21.850000,21.469999,21.700001,21.134581,7076300
2015-06-12,21.559999,21.690001,21.059999,21.110001,20.559958,8093200
2015-06-15,21.000000,21.170000,20.840000,21.070000,20.520998,7663700
2015-06-16,21.030001,21.360001,20.820000,21.330000,20.774221,6422300
2015-06-17,21.320000,21.700001,21.270000,21.580000,21.017708,5838600
2015-06-18,21.760000,22.080000,21.700001,21.940001,21.368330,7485100
2015-06-19,21.940001,22.120001,21.670000,21.870001,21.300158,8891400
2015-06-22,21.910000,22.030001,21.450001,21.780001,21.212496,12855900
2015-06-23,21.820000,21.990000,21.049999,21.219999,20.667091,10351600
2015-06-24,21.190001,21.299999,20.910000,21.010000,20.462559,6334200
2015-06-25,21.010000,21.299999,21.010000,21.170000,20.618395,8761500
2015-06-26,21.000000,21.020000,20.650000,20.740000,20.199596,10532400
2015-06-29,20.500000,20.709999,20.090000,20.120001,19.595747,9793100
2015-06-30,20.240000,20.330000,19.969999,20.110001,19.586010,7897900
2015-07-01,20.610001,20.900000,20.219999,20.400000,19.868454,7572300
2015-07-02,20.389999,20.549999,20.290001,20.420000,19.887936,3644100
2015-07-06,20.250000,20.530001,20.020000,20.170000,19.644447,5369400
2015-07-07,20.049999,20.129999,19.160000,19.790001,19.274351,14856300
2015-07-08,19.680000,19.799999,19.490000,19.650000,19.137995,8312300
2015-07-09,19.959999,20.049999,19.290001,19.410000,18.904253,8939700
2015-07-10,19.660000,19.930000,19.610001,19.750000,19.235392,5417700
2015-07-13,19.950001,19.990000,19.750000,19.879999,19.362003,5311800
2015-07-14,19.910000,19.930000,19.629999,19.889999,19.371740,6230400
2015-07-15,19.840000,19.969999,19.570000,19.750000,19.235392,6643300
2015-07-16,19.870001,20.190001,19.799999,20.190001,19.663925,7071200
2015-07-17,20.120001,20.139999,19.809999,20.070000,19.547052,5509300
2015-07-20,20.070000,20.150000,19.650000,19.700001,19.186697,4710300
2015-07-21,19.660000,20.070000,19.660000,19.790001,19.274351,3743000
2015-07-22,19.650000,19.650000,19.170000,19.410000,18.904253,8911800
2015-07-23,19.450001,19.940001,19.410000,19.650000,19.137995,4247900
2015-07-24,19.790001,19.809999,19.340000,19.420000,18.913990,4721100
2015-07-27,19.250000,19.530001,19.090000,19.309999,18.806854,4810500
2015-07-28,19.360001,19.860001,19.160000,19.730000,19.215910,4957700
2015-07-29,19.690001,20.129999,19.610001,19.969999,19.449657,5817000
2015-07-30,19.920000,20.219999,19.920000,20.020000,19.498360,4754500
2015-07-31,20.100000,20.110001,19.830000,19.950001,19.430182,5458500
2015-08-03,20.110001,20.309999,19.850000,20.290001,19.761320,9928300
2015-08-04,20.219999,20.430000,20.139999,20.370001,19.839239,6502500
2015-08-05,20.870001,20.889999,20.540001,20.580000,20.043764,5865700
2015-08-06,20.530001,20.680000,20.110001,20.450001,19.917150,16391900
2015-08-07,22.459999,23.370001,21.879999,22.980000,22.381235,35131200
2015-08-10,22.820000,23.950001,22.680000,23.780001,23.160389,16557600
2015-08-11,23.430000,23.889999,23.430000,23.660000,23.043510,10875200
2015-08-12,23.280001,23.889999,23.280001,23.719999,23.101946,9601200
2015-08-13,23.750000,23.799999,23.459999,23.520000,22.907156,6922100
2015-08-14,23.500000,23.680000,23.360001,23.540001,22.926638,5366300
2015-08-17,23.500000,23.500000,23.100000,23.389999,22.780550,6847000
2015-08-18,23.219999,23.379999,22.900000,23.080000,22.573202,7177100
2015-08-19,23.049999,23.309999,22.740000,22.990000,22.485178,6231200
2015-08-20,22.730000,22.840000,22.049999,22.160000,21.673407,10673300
2015-08-21,22.000000,22.370001,21.450001,21.469999,20.998554,9566600
2015-08-24,20.270000,21.830000,20.000000,20.709999,20.255243,17057100
2015-08-25,21.620001,21.700001,20.280001,20.280001,19.834686,15567100
2015-08-26,20.940001,21.830000,20.780001,21.809999,21.331081,15374400
2015-08-27,22.040001,22.639999,21.910000,22.629999,22.133081,11594100
2015-08-28,22.629999,22.870001,22.469999,22.730000,22.230888,8023600
2015-08-31,22.620001,22.780001,22.389999,22.480000,21.986380,5483800
2015-09-01,21.830000,22.200001,21.400000,21.559999,21.086580,8835200
2015-09-02,22.150000,22.219999,21.780001,22.209999,21.722305,8601100
2015-09-03,22.540001,22.650000,22.230000,22.270000,21.780991,6563900
2015-09-04,21.889999,22.240000,21.740000,21.750000,21.272411,7199300
2015-09-08,22.280001,22.770000,22.190001,22.680000,22.181988,5961200
2015-09-09,22.750000,22.940001,22.180000,22.230000,21.741865,7234800
2015-09-10,22.100000,22.860001,22.000000,22.580000,22.084181,8926900
2015-09-11,22.330000,22.799999,22.240000,22.650000,22.152645,7539600
2015-09-14,22.760000,22.830000,22.570000,22.690001,22.191769,4811500
2015-09-15,22.700001,23.059999,22.629999,22.940001,22.436277,8199400
2015-09-16,22.900000,23.230000,22.730000,23.100000,22.592760,4337700
2015-09-17,23.500000,23.709999,23.260000,23.309999,22.798151,6717800
2015-09-18,22.990000,23.490000,22.850000,23.290001,22.778585,8160300
2015-09-21,23.320000,23.580000,23.200001,23.530001,23.013323,7046000
2015-09-22,23.020000,23.180000,22.770000,22.889999,22.387375,5708900
2015-09-23,22.910000,23.139999,22.820000,23.000000,22.494963,4040800
2015-09-24,22.860001,23.680000,22.500000,23.440001,22.925297,9561000
2015-09-25,23.730000,24.070000,23.379999,23.610001,23.091562,9242300
2015-09-28,23.610001,23.760000,23.150000,23.299999,22.788370,9889600
2015-09-29,23.549999,23.750000,23.219999,23.709999,23.189365,9518400
2015-09-30,23.930000,24.680000,23.790001,24.650000,24.108727,13909500
2015-10-01,24.650000,24.719999,23.469999,24.170000,23.639273,12232400
2015-10-02,24.040001,24.799999,23.790001,24.799999,24.255434,9653600
2015-10-05,24.959999,25.730000,24.830000,25.420000,24.861822,12050600
2015-10-06,25.150000,25.860001,25.049999,25.750000,25.184572,11330400
2015-10-07,25.809999,26.280001,25.389999,26.020000,25.448645,7753800
2015-10-08,25.910000,26.240000,25.469999,26.170000,25.595350,11501700
2015-10-09,26.030001,26.280001,25.580000,26.070000,25.497545,10581200
2015-10-12,26.100000,26.500000,25.910000,26.350000,25.771399,5689700
2015-10-13,26.139999,26.559999,26.049999,26.400000,25.820301,7461100
2015-10-14,26.430000,27.790001,26.400000,27.360001,26.759224,15303700
2015-10-15,27.410000,27.990000,27.129999,27.430000,26.827684,13151200
2015-10-16,27.520000,28.120001,27.450001,27.860001,27.248243,11209900
2015-10-19,27.950001,28.080000,27.490000,27.809999,27.199339,7367800
2015-10-20,27.690001,27.900000,27.480000,27.770000,27.160213,6620600
2015-10-21,27.940001,28.110001,27.360001,27.410000,26.808123,9657000
2015-10-22,27.730000,28.490000,27.690001,28.400000,27.776388,7672100
2015-10-23,28.650000,28.780001,28.219999,28.590000,27.962214,9544400
2015-10-26,28.610001,28.680000,28.200001,28.459999,27.835064,6185900
2015-10-27,28.320000,28.620001,28.299999,28.440001,27.815508,5206700
2015-10-28,28.620001,28.670000,28.200001,28.670000,28.040457,5425900
2015-10-29,28.209999,28.500000,27.629999,27.680000,27.072191,8179200
2015-10-30,27.980000,28.570000,27.770000,28.370001,27.747044,7529000
2015-11-02,28.459999,28.730000,28.290001,28.700001,28.069801,4752200
2015-11-03,28.530001,28.690001,28.180000,28.500000,27.874189,9419200
2015-11-04,28.420000,28.629999,27.900000,28.030001,27.414513,11056600
2015-11-05,28.170000,28.250000,27.629999,27.709999,27.101538,11970000
2015-11-06,30.450001,31.940001,29.820000,31.549999,30.857216,29306800
2015-11-09,31.240000,31.500000,30.969999,31.410000,30.720293,12314200
2015-11-10,31.000000,31.170000,30.150000,30.809999,30.133465,13806500
2015-11-11,30.830000,31.049999,30.400000,30.510000,29.840057,15497400
2015-11-12,30.440001,30.719999,30.270000,30.400000,29.732468,7277000
2015-11-13,30.430000,30.559999,29.650000,29.799999,29.145638,7323500
2015-11-16,30.190001,30.420000,29.950001,30.400000,29.732468,8607000
2015-11-17,30.480000,30.660000,30.270000,30.400000,29.732468,6426200
2015-11-18,30.410000,31.070000,30.080000,31.030001,30.463877,8755400
2015-11-19,31.139999,31.430000,30.889999,31.120001,30.552231,6351800
2015-11-20,31.350000,31.570000,31.160000,31.389999,30.817307,5993600
2015-11-23,31.650000,31.650000,30.809999,30.920000,30.355883,6063800
2015-11-24,30.920000,31.440001,30.780001,31.170000,30.601324,4885700
2015-11-25,31.110001,31.480000,31.020000,31.129999,30.562052,3457500
2015-11-27,31.190001,31.490000,31.030001,31.389999,30.817307,2174900
2015-11-30,31.420000,31.860001,31.389999,31.719999,31.141285,8181100
2015-12-01,32.000000,32.779999,31.969999,32.750000,32.152489,10237400
2015-12-02,32.799999,33.139999,32.430000,32.500000,31.907059,7356000
2015-12-03,32.759998,33.099998,32.270000,32.430000,31.838327,6166400
2015-12-04,32.430000,33.810001,32.430000,33.750000,33.134254,11468900
2015-12-07,33.740002,33.740002,33.009998,33.110001,32.505928,8339700
2015-12-08,32.700001,33.700001,32.490002,33.560001,32.947716,7862200
2015-12-09,33.549999,33.750000,32.369999,32.709999,32.113228,9316900
2015-12-10,32.810001,33.160000,32.700001,32.980000,32.378296,5914900
2015-12-11,32.650002,32.880001,32.419998,32.490002,31.897242,5683000
2015-12-14,32.520000,32.750000,32.180000,32.570000,31.975773,6897300
2015-12-15,32.939999,33.200001,32.759998,32.970001,32.368484,7682400
2015-12-16,33.040001,33.279999,32.750000,33.169998,32.564823,5908900
2015-12-17,33.220001,33.560001,32.650002,32.669998,32.073952,6354000
2015-12-18,32.439999,32.770000,32.099998,32.139999,31.553625,9897400
2015-12-21,32.490002,32.930000,32.200001,32.900002,32.299763,7105400
2015-12-22,33.000000,33.259998,32.730000,32.930000,32.329212,3250300
2015-12-23,32.980000,33.189999,32.919998,33.060001,32.456841,3063100
2015-12-24,32.959999,33.250000,32.910000,33.169998,32.564823,1311200
2015-12-28,32.820000,33.139999,32.360001,33.139999,32.535381,3550600
2015-12-29,33.160000,33.779999,33.070000,33.680000,33.065529,5091500
2015-12-30,33.650002,33.939999,33.380001,33.389999,32.780823,4508600
2015-12-31,33.340000,33.490002,32.959999,32.959999,32.358662,3713200
2016-01-04,32.290001,32.580002,32.040001,32.369999,31.779432,8951900
2016-01-05,32.980000,33.439999,32.500000,32.889999,32.289936,12256800
2016-01-06,32.349998,32.500000,31.160000,31.530001,30.954752,11233600
2016-01-07,30.740000,30.950001,29.879999,30.280001,29.727560,16132600
2016-01-08,30.670000,30.700001,29.570000,29.629999,29.089418,9961800
2016-01-11,29.660000,29.889999,29.150000,29.680000,29.138508,10234300
2016-01-12,30.209999,30.620001,29.969999,30.180000,29.629385,11733900
2016-01-13,30.410000,30.610001,29.230000,29.260000,28.726168,12041800
2016-01-14,28.660000,29.000000,27.820000,28.670000,28.146933,15005900
2016-01-15,27.520000,27.850000,26.639999,27.110001,26.615396,21036300
2016-01-19,27.670000,28.450001,27.219999,27.330000,26.831377,11428500
2016-01-20,26.809999,27.830000,26.450001,27.480000,26.978643,12029500
2016-01-21,27.780001,28.230000,27.209999,27.799999,27.292805,12036400
2016-01-22,28.330000,28.639999,28.270000,28.450001,27.930948,6449900
