,Date,Open,High,Low,Close,Adj Close,Volume,Day,Month,Year,Predicted using Facebook model,Predicted using Intel model,Predicted using Microsoft model,Predicted using Google model,Predicted using Apple model
0,2014-07-11,38.66,38.669998,38.259997999999996,38.66,38.66,675900,11,7,2014,38.29925069417601,38.34899801569992,38.38169014319493,39.24583228741627,38.797155091175455
1,2014-07-14,38.860001000000004,39.450001,38.700001,39.16,39.16,802400,14,7,2014,39.120824768633355,39.18196222714801,39.27589874533551,39.987575690488065,39.634079706736586
2,2014-07-15,39.259997999999996,39.439999,39.060001,39.369999,39.369999,681300,15,7,2014,39.15455638967825,39.22472777007451,39.277471697355466,39.99804280317315,39.656308708263936
3,2014-07-16,39.459998999999996,39.549999,38.790001000000004,39.209998999999996,39.209998999999996,911600,16,7,2014,38.9688992293369,38.99795391459166,39.04224908709526,39.679065837221145,39.43999591454198
4,2014-07-17,39.0,39.299999,38.919998,39.07,39.07,585900,17,7,2014,39.06219341653215,39.14603864336164,39.21298261629174,39.876978572121025,39.571844937943055
5,2014-07-18,39.119999,39.290001000000004,38.849998,39.259997999999996,39.259997999999996,476200,18,7,2014,38.9467073832229,39.0179516198131,39.07288564049564,39.723365713045446,39.44280419002665
6,2014-07-21,39.07,39.259997999999996,38.889998999999996,38.939999,38.939999,455100,21,7,2014,38.95890140916066,39.0452827121943,39.10465785569781,39.655569692964484,39.45658336609351
7,2014-07-22,39.080002,39.169998,38.799999,39.09,39.09,612200,22,7,2014,38.81699672574504,38.89903834477799,38.94865147246276,39.4396752988219,39.30543037398863
8,2014-07-23,39.240002000000004,39.240002000000004,38.810001,38.860001000000004,38.860001000000004,308600,23,7,2014,38.80054036099193,38.87242421272976,38.91460317728418,39.42531529835988,39.27912412060955
9,2014-07-24,38.970001,39.119999,38.860001000000004,39.029999,39.029999,370700,24,7,2014,38.858468778304456,38.96011785019599,39.01800305267939,39.48325904368148,39.35650890631935
10,2014-07-25,39.0,39.099998,38.73,38.990002000000004,38.990002000000004,548900,25,7,2014,38.73837755204437,38.82830365664656,38.88159728061217,39.278733265042305,39.22443315443171
11,2014-07-28,38.900002,39.16,38.77,38.970001,38.970001,510000,28,7,2014,38.84820272711215,38.95405342121696,39.0261897970188,39.32040829258083,39.341057434543515
12,2014-07-29,39.0,39.189999,38.639998999999996,38.66,38.66,552000,29,7,2014,38.73586202287868,38.82353643303511,38.88948260300141,39.13884449485088,39.213082690200494
13,2014-07-30,38.77,38.950001,38.529999,38.779999,38.779999,394200,30,7,2014,38.571095821023164,38.673968960599424,38.74008667708286,38.986133560193295,39.055808016697966
14,2014-07-31,38.599998,38.669998,37.75,37.77,37.77,704800,31,7,2014,37.90609766589242,37.956716922602375,38.01254612152553,38.15727913815694,38.35433034233969
15,2014-08-01,37.73,37.869999,37.27,37.810001,37.810001,836600,1,8,2014,37.452542341850545,37.499441112347874,37.533400586852224,38.61330565127901,37.994121617891665
