,Date,Open,High,Low,Close,Adj Close,Volume,Day,Month,Year,Predicted using Facebook model,Predicted using Intel model,Predicted using Microsoft model,Predicted using Google model,Predicted using Apple model
0,2015-07-06,38.0,39.75,36.0,36.709998999999996,36.709998999999996,5866600,6,7,2015,37.91145442923869,37.88074930712632,38.10567334902471,38.05225938345442,38.47926068427597
1,2015-07-07,37.720001,37.810001,36.0,36.619999,36.619999,7359000,7,7,2015,36.44756895398703,36.49784803997711,36.54828836473942,36.29727116910942,36.996662514234956
2,2015-07-08,36.34,36.360001000000004,34.529999,34.700001,34.700001,5387700,8,7,2015,34.94031821750664,34.99273645211028,35.04332917267088,35.10518738864681,35.50402681880743
3,2015-07-09,35.099998,35.52,33.990002000000004,34.5,34.5,3760100,9,7,2015,34.47806347993631,34.59368652973648,34.690440993270144,35.000922381556904,35.10257545840889
4,2015-07-10,34.66,35.189999,33.98,34.689999,34.689999,4472800,10,7,2015,34.40537597305203,34.56336120063675,34.6697842411225,34.82507001855267,35.051636992315224
5,2015-07-13,35.59,37.5,35.5,36.779999,36.779999,7626000,13,7,2015,36.84905311408147,37.02444202850055,37.264840168878905,36.69907766802694,37.5171658489825
6,2015-07-14,36.990002000000004,37.740002000000004,36.599998,36.93,36.93,4653300,14,7,2015,37.09645964690526,37.273965451032495,37.40392654278958,37.386730197124706,37.739408595258155
7,2015-07-15,37.98,38.200001,37.029999,37.509997999999996,37.509997999999996,13072800,15,7,2015,37.29099927608462,37.428560040708575,37.48129344433195,35.95694264678393,37.834468131299644
8,2015-07-16,38.82,39.970001,38.080002,38.630001,38.630001,21348500,16,7,2015,39.03932865461687,39.167344780839336,39.29229292139088,36.22609111367851,39.548245303426384
9,2015-07-17,39.419998,40.200001,38.18,38.389998999999996,38.389998999999996,45720200,17,7,2015,39.029350742416085,39.12040199904875,39.13952936477607,31.740576141413797,39.345431455891045
10,2015-07-20,41.459998999999996,42.549999,39.799999,40.470001,40.470001,52286500,20,7,2015,41.0485640472678,41.08727150709654,41.12162142348012,32.43127173532224,41.287271008914644
11,2015-07-21,41.080002,41.110001000000004,39.119999,39.349998,39.349998,32954600,21,7,2015,39.576120287416956,39.62191828655619,39.603500530424085,34.3435108805283,39.907263329351
12,2015-07-22,39.349998,39.720001,38.099998,38.389998999999996,38.389998999999996,25363900,22,7,2015,38.573615214136254,38.687584807993716,38.726318041319715,34.7713059901358,39.006459543698
13,2015-07-23,38.740002000000004,38.75,36.93,37.009997999999996,37.009997999999996,19250200,23,7,2015,37.28820574411489,37.36426909184989,37.38536725362633,34.47874839354674,37.727378509494145
14,2015-07-24,37.709998999999996,38.0,36.91,37.0,37.0,14274300,24,7,2015,37.137988880401224,37.30969213860568,37.3734623863521,35.322827680895614,37.67268800682484
15,2015-07-27,36.779999,37.380001,36.220001,36.389998999999996,36.389998999999996,16179900,27,7,2015,36.605924892151535,36.80250479634926,36.89536569370266,34.39170205124316,37.14820424668629
16,2015-07-28,37.189999,38.0,36.830002,37.599998,37.599998,18986000,28,7,2015,37.31935652336651,37.529218124145245,37.63598241565104,34.59622463363797,37.85352502104712
17,2015-07-29,38.029999,38.099998,37.619999,37.950001,37.950001,11788400,29,7,2015,37.50975330593468,37.735553648506105,37.786977607654904,36.02493941631617,38.06906811036488
18,2015-07-30,38.040001000000004,39.009997999999996,37.715,38.450001,38.450001,13845100,30,7,2015,38.312605904566425,38.52150753219293,38.66036566324141,36.45203249956163,38.87539469495067
19,2015-07-31,39.139998999999996,39.200001,38.220001,38.700001,38.700001,12480600,31,7,2015,38.27259095786491,38.449057840062885,38.49930066902003,36.532558846635865,38.78991864638189
20,2015-08-03,39.25,39.880001,38.900002,39.389998999999996,39.389998999999996,15126600,3,8,2015,39.3247616888132,39.499684486609965,39.573134745557056,38.00601198641888,39.92727702167139
21,2015-08-04,39.91,39.91,38.43,38.950001,38.950001,10992200,4,8,2015,38.719750164682836,38.80426839873217,38.82688469486037,37.958978588268,39.272916389562326
22,2015-08-05,39.700001,39.880001,39.169998,39.27,39.27,9463100,5,8,2015,39.27408213454561,39.44774986686576,39.492603840766435,38.876790910290225,39.89062037007817
23,2015-08-06,39.630001,39.740002000000004,38.549999,38.849998,38.849998,7324100,6,8,2015,38.77916778817095,38.904633021378885,38.95009585830215,38.665276072270316,39.37796225257611
24,2015-08-07,39.040001000000004,39.23,38.599998,39.130001,39.130001,8331300,7,8,2015,38.66936971789852,38.85901142728221,38.90996806576199,38.42545023517564,39.299844142831404
